,text
11123,A trophy sacred to the God of War.
11124,"Above his arms, fix’d on the leafless wood,"
11125,"Appear’d his plumy crest, besmear’d with blood:"
11126,His brazen buckler on the left was seen;
11127,Truncheons of shiver’d lances hung between;
11128,"And on the right was placed his corslet, bor’d;"
11129,And to the neck was tied his unavailing sword.
11130,"A crowd of chiefs inclose the godlike man,"
11131,"Who thus, conspicuous in the midst, began:"
11132,"“Our toils, my friends, are crown’d with sure success;"
11133,"The greater part perform’d, achieve the less."
11134,Now follow cheerful to the trembling town;
11135,"Press but an entrance, and presume it won."
11136,"Fear is no more, for fierce Mezentius lies,"
11137,"As the first fruits of war, a sacrifice."
11138,"Turnus shall fall extended on the plain,"
11139,"And, in this omen, is already slain."
11140,"Prepar’d in arms, pursue your happy chance;"
11141,"That none unwarn’d may plead his ignorance,"
11142,"And I, at Heav’n’s appointed hour, may find"
11143,Your warlike ensigns waving in the wind.
11144,"Meantime the rites and fun’ral pomps prepare,"
11145,Due to your dead companions of the war:
11146,"The last respect the living can bestow,"
11147,To shield their shadows from contempt below.
11148,"That conquer’d earth be theirs, for which they fought,"
11149,And which for us with their own blood they bought;
11150,But first the corpse of our unhappy friend
11151,"To the sad city of Evander send,"
11152,"Who, not inglorious, in his age’s bloom,"
11153,Was hurried hence by too severe a doom.”
11154,"Thus, weeping while he spoke, he took his way,"
11155,"Where, new in death, lamented Pallas lay."
11156,Acoetes watch’d the corpse; whose youth deserv’d
11157,The father’s trust; and now the son he serv’d
11158,"With equal faith, but less auspicious care."
11159,Th’ attendants of the slain his sorrow share.
11160,"A troop of Trojans mix’d with these appear,"
11161,And mourning matrons with dishevel’d hair.
11162,"Soon as the prince appears, they raise a cry;"
11163,"All beat their breasts, and echoes rend the sky."
11164,They rear his drooping forehead from the ground;
11165,"But, when Aeneas view’d the grisly wound"
11166,"Which Pallas in his manly bosom bore,"
11167,And the fair flesh distain’d with purple gore;
11168,"First, melting into tears, the pious man"
11169,"Deplor’d so sad a sight, then thus began:"
11170,“Unhappy youth! when Fortune gave the rest
11171,"Of my full wishes, she refus’d the best!"
11172,"She came; but brought not thee along, to bless"
11173,"My longing eyes, and share in my success:"
11174,"She grudg’d thy safe return, the triumphs due"
11175,"To prosp’rous valour, in the public view."
11176,"Not thus I promis’d, when thy father lent"
11177,Thy needless succour with a sad consent;
11178,"Embrac’d me, parting for th’ Etrurian land,"
11179,And sent me to possess a large command.
11180,"He warn’d, and from his own experience told,"
11181,"Our foes were warlike, disciplin’d, and bold."
11182,"And now perhaps, in hopes of thy return,"
11183,"Rich odors on his loaded altars burn,"
11184,"While we, with vain officious pomp, prepare"
11185,"To send him back his portion of the war,"
11186,"A bloody breathless body, which can owe"
11187,"No farther debt, but to the pow’rs below."
11188,"The wretched father, ere his race is run,"
11189,Shall view the fun’ral honours of his son.
11190,"These are my triumphs of the Latian war,"
11191,Fruits of my plighted faith and boasted care!
11192,"And yet, unhappy sire, thou shalt not see"
11193,A son whose death disgrac’d his ancestry;
11194,"Thou shalt not blush, old man, however griev’d:"
11195,Thy Pallas no dishonest wound receiv’d.
11196,"He died no death to make thee wish, too late,"
11197,Thou hadst not liv’d to see his shameful fate:
11198,"But what a champion has th’ Ausonian coast,"
11199,"And what a friend hast thou, Ascanius, lost!”"
11200,"Thus having mourn’d, he gave the word around,"
11201,To raise the breathless body from the ground;
11202,"And chose a thousand horse, the flow’r of all"
11203,"His warlike troops, to wait the funeral,"
11204,To bear him back and share Evander’s grief:
11205,"A well-becoming, but a weak relief."
11206,"Of oaken twigs they twist an easy bier,"
11207,Then on their shoulders the sad burden rear.
11208,The body on this rural hearse is borne:
11209,Strew’d leaves and funeral greens the bier adorn.
11210,"All pale he lies, and looks a lovely flow’r,"
11211,"New cropp’d by virgin hands, to dress the bow’r:"
11212,"Unfaded yet, but yet unfed below,"
11213,No more to mother earth or the green stern shall owe.
11214,"Then two fair vests, of wondrous work and cost,"
11215,"Of purple woven, and with gold emboss’d,"
11216,"For ornament the Trojan hero brought,"
11217,Which with her hands Sidonian Dido wrought.
11218,One vest array’d the corpse; and one they spread
11219,"O’er his clos’d eyes, and wrapp’d around his head,"
11220,"That, when the yellow hair in flame should fall,"
11221,The catching fire might burn the golden caul.
11222,"Besides, the spoils of foes in battle slain,"
11223,When he descended on the Latian plain;
11224,"Arms, trappings, horses, by the hearse are led"
11225,In long array—th’ achievements of the dead.
11226,"Then, pinion’d with their hands behind, appear"
11227,"Th’ unhappy captives, marching in the rear,"
11228,"Appointed off’rings in the victor’s name,"
11229,To sprinkle with their blood the fun’ral flame.
11230,Inferior trophies by the chiefs are borne;
11231,Gauntlets and helms their loaded hands adorn;
11232,"And fair inscriptions fix’d, and titles read"
11233,Of Latian leaders conquer’d by the dead.
11234,"Acoetes on his pupil’s corpse attends,"
11235,"With feeble steps, supported by his friends."
11236,"Pausing at ev’ry pace, in sorrow drown’d,"
11237,Betwixt their arms he sinks upon the ground;
11238,"Where grov’ling while he lies in deep despair,"
11239,"He beats his breast, and rends his hoary hair."
11240,"The champion’s chariot next is seen to roll,"
11241,"Besmear’d with hostile blood, and honourably foul."
11242,"To close the pomp, Aethon, the steed of state,"
11243,"Is led, the fun’rals of his lord to wait."
11244,"Stripp’d of his trappings, with a sullen pace"
11245,He walks; and the big tears run rolling down his face.
11246,"The lance of Pallas, and the crimson crest,"
11247,Are borne behind: the victor seiz’d the rest.
11248,The march begins: the trumpets hoarsely sound;
11249,The pikes and lances trail along the ground.
11250,Thus while the Trojan and Arcadian horse
11251,"To Pallantean tow’rs direct their course,"
11252,"In long procession rank’d, the pious chief"
11253,"Stopp’d in the rear, and gave a vent to grief:"
11254,"“The public care,” he said, “which war attends,"
11255,"Diverts our present woes, at least suspends."
11256,Peace with the manes of great Pallas dwell!
11257,"Hail, holy relics! and a last farewell!”"
11258,"He said no more, but, inly thro’ he mourn’d,"
11259,"Restrained his tears, and to the camp return’d."
11260,"Now suppliants, from Laurentum sent, demand"
11261,"A truce, with olive branches in their hand;"
11262,"Obtest his clemency, and from the plain"
11263,Beg leave to draw the bodies of their slain.
11264,"They plead, that none those common rites deny"
11265,To conquer’d foes that in fair battle die.
11266,All cause of hate was ended in their death;
11267,Nor could he war with bodies void of breath.
11268,"A king, they hop’d, would hear a king’s request,"
11269,"Whose son he once was call’d, and once his guest."
11270,"Their suit, which was too just to be denied,"
11271,"The hero grants, and farther thus replied:"
11272,"“O Latian princes, how severe a fate"
11273,"In causeless quarrels has involv’d your state,"
11274,"And arm’d against an unoffending man,"
11275,Who sought your friendship ere the war began!
11276,"You beg a truce, which I would gladly give,"
11277,"Not only for the slain, but those who live."
11278,"I came not hither but by Heav’n’s command,"
11279,And sent by fate to share the Latian land.
11280,Nor wage I wars unjust: your king denied
11281,"My proffer’d friendship, and my promis’d bride;"
11282,Left me for Turnus. Turnus then should try
11283,"His cause in arms, to conquer or to die."
11284,My right and his are in dispute: the slain
11285,"Fell without fault, our quarrel to maintain."
11286,In equal arms let us alone contend;
11287,"And let him vanquish, whom his fates befriend."
11288,This is the way (so tell him) to possess
11289,"The royal virgin, and restore the peace."
11290,"Bear this message back, with ample leave,"
11291,That your slain friends may fun’ral rites receive.”
11292,"Thus having said—th’ embassadors, amaz’d,"
11293,"Stood mute a while, and on each other gaz’d."
11294,"Drances, their chief, who harbour’d in his breast"
11295,"Long hate to Turnus, as his foe profess’d,"
11296,"Broke silence first, and to the godlike man,"
11297,"With graceful action bowing, thus began:"
11298,"“Auspicious prince, in arms a mighty name,"
11299,But yet whose actions far transcend your fame;
11300,"Would I your justice or your force express,"
11301,Thought can but equal; and all words are less.
11302,"Your answer we shall thankfully relate,"
11303,And favours granted to the Latian state.
11304,"If wish’d success our labour shall attend,"
11305,"Think peace concluded, and the king your friend:"
11306,"Let Turnus leave the realm to your command,"
11307,And seek alliance in some other land:
11308,Build you the city which your fates assign;
11309,We shall be proud in the great work to join.”
11310,Thus Drances; and his words so well persuade
11311,"The rest impower’d, that soon a truce is made."
11312,"Twelve days the term allow’d: and, during those,"
11313,"Latians and Trojans, now no longer foes,"
11314,"Mix’d in the woods, for fun’ral piles prepare"
11315,"To fell the timber, and forget the war."
11316,Loud axes thro’ the groaning groves resound;
11317,"Oak, mountain ash, and poplar spread the ground;"
11318,First fall from high; and some the trunks receive
11319,In loaden wains; with wedges some they cleave.
11320,And now the fatal news by Fame is blown
11321,"Thro’ the short circuit of th’ Arcadian town,"
11322,"Of Pallas slain—by Fame, which just before"
11323,His triumphs on distended pinions bore.
11324,"Rushing from out the gate, the people stand,"
11325,Each with a fun’ral flambeau in his hand.
11326,"Wildly they stare, distracted with amaze:"
11327,"The fields are lighten’d with a fiery blaze,"
11328,"That cast a sullen splendour on their friends,"
11329,The marching troop which their dead prince attends.
11330,Both parties meet: they raise a doleful cry;
11331,"The matrons from the walls with shrieks reply,"
11332,And their mix’d mourning rends the vaulted sky.
11333,"The town is fill’d with tumult and with tears,"
11334,Till the loud clamours reach Evander’s ears:
11335,"Forgetful of his state, he runs along,"
11336,"With a disorder’d pace, and cleaves the throng;"
11337,"Falls on the corpse; and groaning there he lies,"
