,ASV_Original,ASV_Paraphrased,BBE_Original
927,"Hear ye the words of this covenant, and speak unto the men of Judah, and to the inhabitants of Jerusalem; 
","hear the words of the Covenant, and tell the people of Jerusalem and the inhabitants of Jerusalem;","Give ear to the words of this agreement, and say to the men of Judah and to the people of Jerusalem,
"
928,"and say thou unto them, Thus saith Jehovah, the God of Israel: Cursed be the man that heareth not the words of this covenant, 
","so says the Lord of Israel: Cursed be the man who doesn't hear the word of the Covenant,","The Lord, the God of Israel, has said, Let that man be cursed who does not give ear to the words of this agreement,
"
929,"which I commanded your fathers in the day that I brought them forth out of the land of Egypt, out of the iron furnace, saying, Obey my voice, and do them, according to all which I command you: so shall ye be my people, and I will be your God; 
","I've told you, Obey my voice, and do what I command you, according to what I've told you: so will you be my father.","To the order which I gave your fathers on the day when I took them out of the land of Egypt, out of the oven of iron, saying, Give ear to my voice, and do all the orders I have given you: so you will be my people, and I will be your God:
"
930,"that I may establish the oath which I sware unto your fathers, to give them a land flowing with milk and honey, as at this day. Then answered I, and said, Amen, O Jehovah.
","then I answered, and said, ""Yes, O God, I swear to your father's promise to give him a country flowing with milk and honey.""","So that I may give effect to the oath which I made to your fathers, to give them a land flowing with milk and honey as at this day. And I said in answer, So be it, O Lord.
"
931,"And Jehovah said unto me, Proclaim all these words in the cities of Judah, and in the streets of Jerusalem, saying, Hear ye the words of this covenant, and do them. 
","I heard the words of the Covenant, and I heard them in the streets of Jerusalem, and I heard them in the streets of Jerusalem.","And the Lord said to me, Give out these words in the towns of Judah and in the streets of Jerusalem, saying, Give ear to the words of this agreement and do them.
"
932,"For I earnestly protested unto your fathers in the day that I brought them up out of the land of Egypt, even unto this day, rising early and protesting, saying, Obey my voice. 
","even as I was raised from the land of Egypt, I was protesting, even as I was protesting, saying, Obey my voice.","For I gave certain witness to your fathers on the day when I took them up out of the land of Egypt, and even to this day, getting up early and witnessing and saying, Give ear to my voice.
"
933,"Yet they obeyed not, nor inclined their ear, but walked every one in the stubbornness of their evil heart: therefore I brought upon them all the words of this covenant, which I commanded them to do, but they did them not.
","they did not obey, nor did they listen, but they were stubborn, and I gave them all the words of the Covenant I commanded them to do, but they did not.","But they gave no attention and did not give ear, but they went on, every man in the pride of his evil heart: so I sent on them all the curses in this agreement, which I gave them orders to keep, but they did not.
"
934,"And Jehovah said unto me, A conspiracy is found among the men of Judah, and among the inhabitants of Jerusalem. 
","Jehovah said, ""There's a conspiracy among the people of Judah and the people of Jerusalem.","And the Lord said to me, There is an evil design at work among the men of Judah and the people of Jerusalem.
"
935,"They are turned back to the iniquities of their forefathers, who refused to hear my words; and they are gone after other gods to serve them: the house of Israel and the house of Judah have broken my covenant which I made with their fathers. 
","they have turned to the sins of their forefathers, who refused to hear my words, and they have gone to serve other gods: the house of Israel and the house of Judah.","They are turned back to the sins of their fathers, who would not give ear to my words; they have gone after other gods and become their servants: the people of Israel and the people of Judah have not kept the agreement which I made with their fathers.
"
936,"Therefore thus saith Jehovah, Behold, I will bring evil upon them, which they shall not be able to escape; and they shall cry unto me, but I will not hearken unto them. 
","and he will bring them to me, but I will not listen to them, for they will be bad, and they will be afraid of me.","So the Lord has said, I will send evil on them, which they will not be able to get away from; and they will send up a cry for help to me, but I will not give ear to them.
"
