,YLT_Original,YLT_Paraphrased,DRA_Original
826,"`And if he really redeem the field -- he who is sanctifying it -- then he hath added a fifth of the money of thy valuation to it, and it hath been established to him;
",if he really redeem the field -- he who is sanctifying him -- then he'll add a fifth of the money you've paid him.,"And if he that had vowed, will redeem his field, he shall add the fifth part of the money of the estimation, and shall possess it.
"
827,"and if he do not redeem the field, or if he hath sold the field to another man, it is not redeemed any more;
","if he doesn't sell the field, or if he sells it to someone else, it's not redeemed;","And if he will not redeem it, but it be sold to any other man, he that vowed it, may not redeem it any more:
"
828,"and the field hath been, in its going out in the jubilee, holy to Jehovah as a field which is devoted; to the priest is its possession.
",the field is holy to the Lord as a field dedicated to the priest.,"For when the day of jubilee cometh, it shall be sanctified to the Lord, and as a possession consecrated, pertaineth to the right of the priests.
"
829,"`And if the field of his purchase (which  not of the fields of his possession)  sanctify to Jehovah --
",if the purchase of the field of the purchase (which is not the field of the owner) is not a part of the field of the owner's possession.,"If a field that was bought, and not of a man's ancestors' possession, be sanctified to the Lord,
"
830,"then hath the priest reckoned to him the amount of thy valuation unto the year of jubilee, and he hath given thy valuation in that day -- a holy thing to Jehovah;
","the priest has counted the amount of your valuation for the year of Jubilee, and he gave you the price of the year of Jubilee.","The priest shall reckon the price according to the number of years: unto the jubilee: and he that had vowed, shall give that to the Lord.
"
831,"in the year of the jubilee the field returneth to him from whom he bought it, to him whose  the possession of the land.
","the field is returned to him from whom he bought it, to the one who has the right to the land.","But in the jubilee, it shall return to the former owner, who had sold it, and had it in the lot of his possession.
"
832,"And all thy valuation is by the shekel of the sanctuary: twenty gerahs is the shekel.
",the price of the shrine is twenty shekels of the shekel.,"All estimation shall be made according to the side of the sanctuary. A sicle hath twenty obols.
"
833,"`Only, a firstling which is Jehovah's firstling among beasts -- no man doth sanctify it, whether ox or sheep; it  Jehovah's.
","only, the firstborn of the beasts, whether ox or sheep, is the first of the beasts, not a man.","The firstborn, which belong to the Lord, no man may sanctify and vow: whether it be bullock, or sheep, they are the Lord's.
"
834,"And if among the unclean beasts, then he hath ransomed  at thy valuation, and he hath added its fifth to it; and if it is not redeemed, then it hath been sold at thy valuation.
","if he is among unclean beasts, then he will be sold at your price, and he will add the fifth to him; and if he doesn't, then he will be sold at your price.","And if it be an unclean beast, he that offereth it shall redeem it, according to thy estimation, and shall add the fifth part of the price. If he will not redeem it, it shall be sold to another for how much soever it was estimated by thee.
"
835,"`Only, no devoted thing which a man devoteth to Jehovah, of all that he hath, of man, and beast, and of the field of his possession, is sold or redeemed; every devoted thing is most holy to Jehovah.
","only, no devoted thing that a man would have sold or sold, of all that he has, of man and beast, and of the field of his own possession, is holy to God.","Any thing that is devoted to the Lord, whether it be man, or beast, or field, shall not be sold, neither may it be redeemed. Whatsoever is once consecrated shall be holy of holies to the Lord.
"
836,"`No devoted thing, which is devoted of man, is ransomed, it is surely put to death.
","it's not a thing, which is devoted to man, it's definitely killed.","And any consecration that is offered by man, shall not be redeemed, but dying shall die.
"
837,"And all tithe of the land, of the seed of the land, of the fruit of the tree, is Jehovah's -- holy to Jehovah.
",Jehovah's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy to God's holy,"All tithes of the land, whether of corn, or of the fruits of trees, are the Lord's, and are sanctified to him.
"
838,"`And if a man really redeem  of his tithe, its fifth he addeth to it.
","if a man really pays his tithe, he'll add the fifth.","And if any man will redeem his tithes, he shall add the fifth part of them.
"
839,"`And all the tithe of the herd and of the flock -- all that passeth by under the rod -- the tenth is holy to Jehovah;
",the tenth is the holy of the herd and the flock -- everything that passes under the rod -- the tenth is holy to God.,"Of all the tithes of oxen, and sheep, and goats, that pass under the shepherd's rod, every tenth that cometh shall be sanctified to the Lord.
"
840,"he enquireth not between good and bad, nor doth he change it; and if he really change it -- then it hath been -- it and its exchange is holy; it is not redeemed.'
","he does not change, but he does not change, and if he really changes it -- then it's -- it's holy.","It shall not be chosen neither good nor bad, neither shall it be changed for another. If any man change it: both that which was changed, and that for which it was changed, shall be sanctified to the Lord, and shall not be redeemed.
"
841,"These  the commands which Jehovah hath commanded Moses for the sons of Israel, in mount Sinai.","the commands of God's commandments on Mount Sinai, in the Sinai Mountains.",These are the precepts which the Lord commanded Moses for the children of Israel in mount Sinai.
842,"And on the first of the sabbaths, Mary the Magdalene doth come early (there being yet darkness) to the tomb, and she seeth the stone having been taken away out of the tomb,
","Mary Magdalene, the Magdalene of the Magdalene, comes to the tomb at the first of the Sabbath, and she sees the stone taken out of the tomb.","And on the first day of the week, Mary Magdalen cometh early, when it was yet dark, unto the sepulchre; and she saw the stone taken away from the sepulchre.
"
